OwnerUserId,Score
2995,22
2472,161
20498,54
19130,135
14744,97
13055,53
16777,119
20128,33
,122
8880,48
1149,25
10393,22
38666,154
25946,32
30674,34
25068,196
,52
5441,43
14955,120
32943,87
13688,8
39426,32
6461,30
7211,92
27805,250
38924,15
34942,79
33194,38
40626,21
40623,14
30786,74
,11
36182,357
,58
11452,234
12579,63
36860,155
28760,108
40623,3
407880,124
42228,141
28029,166
8741,713
14048,19
14007,715
1288,111
11618,193
4376,29
999,35
40882,36
,6
2356,67
22621,224
5885,93
33686,97
18664,439
28647,7
,25
17337,267
13954,25
19403,93
,545
45838,98
46522,43
44858,68
21293,21
7285,111
42303,57
8946,496
29407,75
39174,26
38140,77
15355,218
1816,443
1574,406
41360,147
20074,159
48621,48
,4
15890,59
191,42
39278,4
33727,11
25515,6
19839,191
,8
25737,16
39677,24
1349865,107
33082,34
30632,36
1842864,155
50216,65
35478,109
22306,111
,66
50899,199
74552,47
44004,52
6236,142
,86
40676,87
799,127
404,528
369,74
571,3266
889,223
889,41
198,219
277,53
493,51
486,295
1848,70
1650,158
1084,82
838,233
1703,40
1448,91
1762,35
1384652,34
,32
1782,301
31505,26
1463,26
2348,90
2052,51
2176,22
3551,48
2260,127
31505,47
3043,31
2849,101
3535,205
3587,128
3624,130
1931,373
1931,151
1931,237
1042,115
4316,2028
4315,3015
4315,11
648,84
946,849
83,96
369,51
3415,40
2992,62
810,103
5190,48
3756,104
1967,340
4872,231
1310,76
3957,39
209,68
2674,168
2077,40
6091,53
3853,64
5147,165
1733,179
905,261
8206,59
2361,565
700,40
7648,72
,86
,134
8761,65
2948,312
,28
111663,47
28912,36
12318,24
320,327
14322,9
1551,29
15368,122
3043,16
8276,120
1595,49
5471,340
,149
6445,127
14065,205
10333,298
145,71
1384652,319
4872,8
12860,40
5619,91
8203,87
11236,76
6602,4
2755,20
11575,318
2204759,182
9951,150
6939,51
15716,78
10352,161
83,36
2721,44
16584,78
1599,685
1748529,26
6386,321
3935,64
6335,52
10596,142
5360,28
9021,69
37141,108
7984,72
20317,43
1199234,140
1736,35
21277,70
730,177
16981,829
8754,236
10861,206
730,21
8683,124
318,25
1247,128
16624,32
22858,297
3085,284
2841,28
4196,184
432,37
1666,792
4685,42
1741868,35
10040,116
21968,30
1965,103
6486,13
20032,69
25142,199
25167,412
6350,72
5441,833
5441,176
5441,1443
20626,151
,110
13667,30
7648,34
383,271
7473,7688
24927,13
6681,114
15314,351
11766,224
5793,47
17519,75
93743,114
231,28
17211,17
20555,66
1293123,118
1559,257
2024,774
781,90
4883,133
23732,361
70,91
5208,100
21828,92
73794,54
9266,37
21386,224
,8
4481,51
20654,8
27109,53
,44
999,62
5246,29
3565,248
13285,192
3355,115
324,59
4376,596
18709,199
21559,143
,683
1688440,97
,467
29886,50
16139,14
23845,160
16940,43
31060,108
15052,27
5281,80
30280,479
4653,7
15124,686
26854,56
9021,207
2598,158
29405,41
22562,140
11602,402
,171
29576,191
18673,47
20074,204
9789,68
26980,148
5056,19
4491,38
7595,72
33404,12
24079,10
13370,157
6111,39
26567,43
11477,87
22162,39
1311500,13
1733,14
6297,101
34856,2379
22996,21
35061,41
11135,102
21709,411
3827,42
,119
6461,51
27052,99
22992,66
36544,16
21005,64
,150
,165
26327,27
,31
,350
32899,37
,59
33203,22
36269,148
4203,153
33226,75
27294,18
6268,56
37804,394
21539,189
,12
12367,62
37952,18
27515,31
12689,68
19693,49
2915,855
32240,39
23120,107
4541,34
31671,56
409,30
12983,73
1891,80
5142,230
42636,69
10733,119
4115,24
40480,48
,68
10396,89
14894,70
13627,268
1221378,162
1011,178
38940,46
3485,43
37875,523
19816,84
2754,47
270,148
44810,45
44816,79
20183,294
44808,87
3635,21
44354,2
31751,12
26140,67
46388,86
26241,19
6602,13
6681,290
44626,45
,12
26327,19
5861,302
1384652,193
2443,92
2494,520
43005,160
36157,25
2288585,292
33911,61
5742,80
22162,220
5290,186
22162,37
47036,288
44984,34
4264,1574
4596,20
24908,59
681,48
11125,52
708,292
50754,106
27462,254
44984,1053
4766,42
36830,2144
48581,707
38398,107
50542,89
,166
51539,142
455847,46
52236,42
42219,5
17744,116
1666,244
18749,303
51826,42
3238,132
428,37
17803,20
2172,51
39677,32
10675,250
,64
53997,422
47508,29
432,197
116,334
25,38
1384652,152
362,24
391,122
358,92
219,52
358,859
121,627
92,327
370,68
192,43
46,554
493,118
369,31
234,45
493,697
912,422
1490,65
2454,785
277,21
2504,61
357,185
2109,404
1338,87
1736,194
730,53
3396,180
1226,16
184,121
1546,53
83,13
4208,75
245,409
2469,113
2884,81
742,134
1536194,27
2018,123
959,59
1344,66
5156,678
3377,75
5182,681
123,1502
1310,48
845,35
680,56
4489,80
2213,504
5556,757
4140,110
6522,696
7532,87
8033,3
,132
203,599
21005,313
14008,115
4115,72
8450,84
,247
3406,143
15766,40
8351,185
,80
4777,412
,28
2108,334
7176,52
1902010,105
15328,155
,26
5682,80
4465,504
4979,35
15992,182
16226,88
7918,45
1043,154
8959,211
16398,122
161922,151
322,178
2648,87
17560,40
1865,784
1816,123
13565,184
,82
8516,61
7585,38
1693,223
11492,88
4779,13
5446,64
19490,275
2361,83
3208,33
6133,263
85,629
3208,25
20903,54
10335,53
17339,135
1630,146
1709,104
2429,404
,26
3615,383
1310,54
13209,56
549,29
18009,93
5066,299
7944,298
2635,254
5351,207
19929,151
5836,101
116,328
21384,50
2017,5
18854,8
21004,29
4044,57
15955,39
20555,28
4873,15
1849,70
19463,32
5932,125
6399,107
,88
21709,4383
25782,131
3676,298
4019,107
23420,10
13930,40
20400,324
1825034,39
10366,188
4872,107
549,153
985,132
5932,274
5193,45
26790,29
2133,168
672,34
20390,60
24773,113
4249,96
239663,35
20959,78
17623,25
25515,69
27267,24
26276,14
12559,164
8547,367
22904,68
151,100
23987,139
22061,2
22185,104
271,28
23424,171
17715,99
6613,4
12067,23
26004,96
15682,117
7598,140
18149,8
,607
192,205
21005,53
25732,155
12890,14
,190
29549,8
8954,387
28149,41
10786,10
,15
22162,121
26237,106
5004,164
16957,99
26613,70
1918,32
3333,56
3821,291
15075,48
13523,196
4172,129
21672,68
9128,127
1463,78
17729,63
1119,11
14749,232
11452,252
26121,42
22471,157
22284,7
11917,34
21482,279
3401,21
32096,49
2220518,28
31515,160
1293,268
2652,84
1569,124
136,238
34571,22
24028,28
9021,63
,53
11135,478
1666,43
4161,152
28106,87
8252,196
28835,381
,28
31610,160
4924,46
22076,59
36504,47
,11
26823,57
36590,125
35478,41
3020,300
,31
,6
1574,25
,420
37134,146
30700,70
2921654,209
34588,840
11619,71
28586,34
5343,85
392,27
27314,232
3594,26
1221378,38
39221,151
9535,262
3834,57
14048,122
9021,34
28150,53
28772,89
16873,306
13466,72
30352,42
41121,15
40849,58
39980,74
,42
2566,48
26592,78
40521,7
29656,25
745,626
42348,43
37119,51
,259
3764,224
6225,26
29772,34
31092,33
17304,58
2635,213
4541,45
1075,22
,1527
42070,28
,79
17443,64
32027,180
41291,178
115,543
44133,90
5874,92
36384,45
774,19
45261,64
7407,560
41968,93
42303,364
41968,124
17469,139
46643,57
,14
26107,25
,19
18103,47
4766,135
21229,353
145,56
36706,90
428190,107
41283,186
8047,35
18393,849
32582,45
7565,646
,104
25093,24
11236,53
5291,68
25418,80
51816,68
38613,109
4066,165
31298,22
6068,1018
41718,157
9021,241
1464733,92
,126
27025,36
,21
116,346
20400,239
3002,35
3834,24
30133,19
2635,969
23072,25
,265
,311
,480
11670,118
13803,58
48465,122
653,132
703,39
493,57
568,443
713,61
383,53
133,86
383,145
1384652,40
230,48
763,54
726,58
93,101
203,270
914,947
117,33
149,104
920,123
1344,376
1944,198
2644,72
1006,63
1219,248
1456,399
26,140
1477,53
1821,1041
2680,319
,44
3583,80
3715,61
3713,730
3583,212
115,43
364,406
3415,203
797,201
4050,466
2646,34
1865,90
4489,309
2183,75
372,166
4161,165
2348,126
4828,79
5548,62
2566,15
4883,99
1862,422
5651,93
5291,92
4872,93
5592,176
3830,256
3661,31
9328,5
,38
7049,481
,31
4234,64
1384652,386
5475,168
3208,137
5899,18
5222,52
10245,60
12623,144
747,89
3208,16
5338,35
3362,94
8203,89
422,392
2948,766
9021,284
15181,12
2628,179
16677,44
15045,27
16729,17
,13
6180,498
17965,213
2723,161
15054,849
17729,10
2108,57
7706,271
11173,137
12969,67
18638,107
1368,65
6946,427
20625,61
8119,272
14955,133
5113,40
21290,426
8880,43
15985,149
1256,136
4491,123
1361,44
20794,54
1354,1559
19922,102
10557,68
1615,83
29,53
,138
22514,165
,39
22535,569
15396,5
3584,94
22040,168
2512,36
13227,226
7644,4
18687,260
,168
23222,74
23113,338
1431,51
5289,103
,60
73794,32
8167,178
4872,268
8534,33
9898,157
24039,51
2820,110
2999,51
6400,26
9951,406
1277510,377
3153,157
2039,45
7644,50
4766,156
196874,42
10708,20
115,56
5208,43
238,98
445016,214
9236,73
392,230
20400,105
15809,122
7952,232
5993,12
549,100
1816,13
1179,157
16039,54
13523,106
,189
24813,79
4903,252
5978,17
21987,43
24215,2162
23458,198
27736,68
5175,2
22471,289
25145,161
27815,270
,21
28281,308
21539,7
27074,180
303,96
2193,102
10631,69
,16
16340,253
13370,97
27457,17
19746,464
45,452
357,73
30636,119
27294,8
,78
1512,39
8446,562
2443,1458
31374,39
8280,50
1632,17
2929,186
1630,1682
27414,43
4249,112
19977,17
32093,35
132931,18
16940,41
514,236
10420,32
49,314
451867,29
32736,470
12874,414
5815,134
33739,32
37740,132
232,69
,17
2847,73
337,37
4766,221
,40
20007,125
34910,205
35478,166
337,157
26685,68
4883,400
33411,36
7232,25
18995,301
8816,7
8752,5
340,62
5441,39
22523,18
1811110,74
16279,27
38172,39
,9
,63
23772,88
18511,794
21037,136
,87
15809,72
13219,26
34588,148
3295,162
6399,296
1801,46
999,559
32136,114
19888,253
2128,150
,26
15108,67
28544,58
33411,164
14537,41
11795,4
21709,104
39677,121
41090,56
1094969,24
40516,691
11755,100
3045,58
,18
23133,52
5055,130
21386,85
1065,2082
23810,65
9470,12
4950,21
2635,105
30862,54
4161,160
,374
43092,21
32670,21
5838,64
4653,25
31116,19
12950,290
31109,25
44002,33
6399,260
,26
35323,71
18505,179
19020,62
44973,76
9594,284
44100,164
44973,43
45856,57
8173,22
29726,33
,36
16082,686
,556
47532,110
33411,32
26349,304
41613,190
1409636,720
2398110,44
49572,12
45,208
1221378,77
4,40
39655,36
14744,21
47630,361
51402,34
11460,138
41360,320
43907,47
11123,1285
35392,43
6144,75
39677,88
29964,584
20946,35
53677,8
21613,47
47576,236
,49
54195,65
,479
11515,57
30316,237
3713,454
18811,16
393258,72
1146,779
46646,221
12785,436
493,13
764272,831
36036,110
,29
47570,38
23071,121
49018,37
40945,135
21668,28
51816,124
423,67
91,88
264,68
131,91
369,76
307,166
349,40
383,39
637,183
1384652,166
205,75
75,20
1630,37
1006,49
1683,170
1769,149
1951,113
1287,29
2551,33
1463,59
1782,22
3030,50
356,50
2045,797
2688,64
3636,111
3807,87
30,20
1288,152
1583,72
5304,121
3742,36
5321,25
1904,38
3847,37
1900,209
917,103
974,253
3989,47
5346,241
2313,148
,71
1915,123
340,85
445087,79
4653,236
4653,8
,153
4998,155
2246,878
8369,63
,345
2312,62
13582,22
13594,234
7072,67
13276,313
,85
13469,40
17702,349
4362,106
17713,40
2686,263
13593,233
17732,212
6402,89
10703,118
13989,296
7473,124
1384652,203
,31
6400,107
3241,42
10171,132
,18
10750,95
3820,206
2679,1422
12523,154
7668,145
384,71
1946,33
18907,342
3535,64
10176,90
11575,77
17998,42
20457,343
15177,80
12151,136
10676,147
21154,362
452521,74
6264,92
1782,167
8151,41
3193,22
5640,70
4893,75
18255,159
21727,132
15649,214
9435,9
12752,123
2328,25
14057,146
1694,79
16979,111
10393,47
17145,99
577,42
8123,175
21482,315
3150,83
,16
18309,144
270,86
392,41
,19
2668,15
17533,506
12887,175
80,13
19242,1016
823,151
13989,315
17174,149
4872,144
1512,22
13663,70
9825,46
3751,21
10793,12
4665,19
5302,190
4023,85
3631,199
11989,484
24168,153
1358,216
6161,36
2147,129
17693,73
4872,564
21004,53
1508,558
11994,22
8026,30
13935,8
1316,8
9951,151
1679,167
5324,103
3122,8
17510,21
15369,172
24390,95
20603,19
5324,74
5360,366
438025,133
3515,40
9021,644
,90
116,52
6125,274
,13
18722,211
23066,27
8040,18
28198,17
3037,32
25277,204
25632,294
17648,13
6583,85
15595,48
,147
22325,190
13435,574
13652,29
22088,76
450139,74
572,59
15394,36
,4
22471,89
10947,210
29975,21
303,116
7341,827
6069,45
10119,63
26823,131
572,198
13930,23
26567,42
26130,12
13341,74
28098,163
132931,19
26948,308
22656,1275
19124,14
20257,137
4343,153
9913,88
1366,151
,8
23028,48
30717,69
26465,67
439507,29
2133,333
21238,48
35197,21
7961,155
4343,267
14606,60
35935,123
3114,33
2766176,404
36744,71
19124,66
19746,93
13440,21
37603,145
16989,24
,646
14955,109
2892,61
51,27
506,33
17035,33
4257,21
,1
8724,74
38696,46
24097,22
2090,498
39599,0
32670,25
5055,32
15124,31
,101
39643,18
267,33
2011,57
25515,27
13028,48
,75
4120,49
41522,13
3121,66
143,92
20229,121
3218,397
43282,81
43277,17
23935,140
2172,166
6232,41
39160,15
18853,8
42931,21
43976,61
43496,98
571,87
39742,60
1011,30
33427,43
1343,287
28804,17
6232,54
1874,15
1742702,8
1388553,4
13913,17
4572,41
,4
15452,141
42428,6
15055,168
28241,26
21379,31
37591,12
,134
30883,51
39655,208
6277,295
46973,21
39339,7
1412,24
27620,258
11758,90
11333,79
33080,81
2138,9
34537,40
48094,107
20305,577
,62
48214,153
32096,201
580,311
7021,268
49609,14
,111
,17
36064,28
,85
27727,40
9106,42
18631,53
51681,74
37759,10
2172,2762
14920,28
23691,76
46646,26
31677,13
50896,47
42546,323
25320,42
28835,283
49153,113
28647,116
38438,50
38663,106
5302,66
29595,140
50974,56
,52
14731,48
39709,73
261,64
,94
4653,61
42749,41
4406,87
3056,207
66475,42
13326,157
40064,33
137,205
269,442
358,1243
383,66
340,60
25,576
383,75
143,32
58,198
350,128
428,50
307,1397
383,330
431,10
396,170
33,131
814,191
905,271
1486,44
,52
1797,129
1384652,146
373,45
1965,26
25,274
145,4
2147,47
2612,125
493,1561
1915,58
422,162
961,20
2231,74
319,167
383,276
1531,26
1944,338
3171,188
3624,40
72,1716
4249,62
2312,92
1807,18
4137,333
232,192
572,220
480,24
4808,38
4883,573
4883,718
3205,235
327,66
123,38
1078,74
3512,13
1661459,442
3885,130
,21
4653,18
8509,146
51,27
11193,126
446104,44
,7
,29
12677,65
16299,689
,17
17245,111
9940,214
9382,132
9951,2765
15490,137
5536,158
6445,112
2327,269
16440,61
16881,522
1448,645
422,60
19214,50
16253,37
19161,37
12597,67
,22
20682,10
16050,65
3661,34
17693,679
3784,142
422,211
21964,87
6209,25
19784,63
5382,11
,101
16139,403
16794,16
305,322
4398,101
6583,101
6742,82
13603,85
3464,45
13500,91
814,105
14069,511
2937,296
2648,33
12149,563
1432,55
2024,82
1455,318
9628,160
4525,25
415,108
7703,20
9955,26
5619,1280
672,123
2910,39
18505,60
893,1692
17337,16
17123,112
6044,627
813,117
24391,159
6340,348
13238,259
12597,20
1782,5
24953,44
14299,84
22471,353
15537,60
417,41
,5
25680,935
,220
15985,360
9825,81
25782,75
1447,402
22491,72
8206,199
23120,357
239663,866
3333,280
23280,25
239663,17
1108,33
1463,87
25915,12
4249,32
396,71
9140,149
28280,24
410,20
2680,22
3043,35
1463,80
5291,85
24717,60
7598,121
28655,203
1994,40
27294,592
4444,25
57936,34
1968,76
3153,173
15187,33
4023,37
29182,211
12579,10
2648,5
11760,48
4893,64
27439,368
2915,37
18300,4614
14101,277
,77
1982,10
,48
,7
2147,158
343,449
3757,85
20480,126
549,26
5123,61
16927,82
4038,173
,44
15055,1265
,82
31116,186
31116,176
,279
21559,70
6068,53
,47
3713,348
11514,310
4376,35
2937,142
23504,43
32836,26
2112692,187
33857,30
,113
382480,16
,46
18891,49
4660,161
736,114
16794,255
13055,1423
889,177
35580,240
35286,408
26180,73
544,113
,76
27899,143
568,29
3043,32
33203,167
12971,116
10569,267
33349,54
3515,14
12975,140
13913,14
33690,19
3043,67
30408,14
37161,24
13195,251
4227,276
161040,14
14204,64
2187,38
34596,1123
,21
813,415
1343,35
,13
3834,92
8409,120
20745,746
112415,795
23427,348
40746,208
26004,3
27623,237
14441,105
,26
9913,41
32484,118
38172,45
1831,47
834,208
966,63
20400,14
3043,112
40882,57
39160,149
42994,45
9922,13
,526
12870,72
35416,235
43875,98
31641,174
9684,34
45350,7
23896,1292
44848,77
44990,3554
28804,87
19159,161
46077,67
14955,28
4737,114
44004,26
,220
5302,133
46920,16
39980,28
30529,926
40538,31
44004,28
5291,21
48424,125
32240,33
48973,15
459417,75
40945,114
4653,20
51518,2133
,36
33795,129
51021,58
18511,114
41283,31
2598,154
22306,8
,109
51950,158
38172,24
49153,29
356145,608
,16
46297,54
51630,208
,92
4234,170
53179,16
30759,19
25517,43
2993381,47
23903,198
11927,72
54197,363
47923,36
34820,154
55580,301
22695,42
42974,588
47923,24
37947,152
6068,142
3002,173
,4
26,22
383,71
292,105
,26
4977,15
7671,154
52300,6
,48
91,38
83,236
91,72
109,506
59,125
115,115
49,336
136,71
136,3747
25,139
571,98
1245,10
,10
354,72
916,58
1310,53
2011,50
534,136
225,33
238,140
357,720
486,76
2915,72
1281,34
2863,56
1043,182
356,21
3894,204
1349865,56
1191,88
3146,122
1208,23
2975,260
3827,191
3955,53
1597,232
2975,277
797,134
2138,288
1688440,54
445087,58
4144,56
5074,351
473,131
5464,82
5440,49
148,50
6027,29
1685,70
2598,80
3534,90
10286,405
117,2557
10439,58
1597,95
109,114
10168,72
13123,64
877,30
13158,37
863,114
1463,19
13205,42
3208,53
5074,636
2233,163
16148,305
1179,20
1247,89
4234,29
12923,25
2755,31
6264,231
13289,32
7946,70
7598,58
5261,25
3208,45
2469,132
736,49
9330,62
3333,46
,91
13009,271
5586,57
12597,159
17585,93
3488,122
9236,342
205368,206
11708,173
14777,132
10945,53
11361,186
20349,183
13465,33
12694,2708
4792,370
1175964,250
5885,100
4880,35
2648,20
4766,321
2147,191
7831,62
18931,319
21853,55
18017,127
4766,218
10680,670
7021,94
20668,39
7839,122
56,124
1830,11
14777,11
11234,156
3122,167
22610,88
1583,17
15163,224
22628,94
22629,68
199,153
23094,61
20900,302
1632,613
10433,61
18826,51
1199234,404
23740,73
986,220
14102,516
,70
22035,64
2108,119
9940,64
12037,257
7280,87
17865,1023
23886,58
,51
16292,46
6068,182
13913,201
318,46
1405,215
18107,62
404,34
13295,15
25538,41
4872,353
10585,81
13227,141
18146,54
4916,87
7648,85
11333,95
93,183
109,10
1100,115
,13
4872,75
5133,228
3262,53
26668,118
17294,263
15537,197
5441,19
,69
6461,85
4828,150
8479,305
13824,94
21255,28
27580,742
17693,358
572,100
10119,45
5291,135
1288,42
12388,349
2697,73
14690,413
8547,50
14048,65
4332,346
11324,93
4812,171
22371,91
29173,30
1219,17
29924,43
23414,17
986,103
1248,225
30825,76
341413,376
7952,42
5129,12
27482,43
9611,43
,11
32154,29
4105,3141
9323,294
9266,70
14755,129
9438,76
6839,95
28419,78
,124
,134
28149,153
16056,121
,62
23133,157
83,180
22634,155
11916,29
18511,451
7211,85
36214,1542
,35
21132,93
15667,21
37037,12
37740,95
4872,8
24396,82
,52
37786,27
19074,13
24396,29
19521,56
38426,427
30529,88
32096,48
10420,41
37161,9
36036,482
1368,132
24998,298
5302,164
14744,37
,93
15250,244
30289,64
,8
29445,23
9403,54
2648,192
4191,99
,46
7734,50
15763,89
41536,32
288936,138
4541,119
33686,1271
25680,126
1288,89
40849,398
302,87
39677,720
1190,93
36590,23
43049,20
26160,17
18625,20
2039,310
33194,22
1343,43
34508,68
40115,747
38940,47
41304,65
5791,530
,37
461880,94
5,19
36182,80
38249,79
27474,168
11755,186
36975,27
40933,97
686,111
,6
31765,77
36602,92
42858,39
2133,28
35425,69
,27
37522,17
22656,363
42429,4
,29
50931,38
51717,219
49544,39
49153,208
5262,50
50808,87
1560,29
27515,48
51402,211
17035,85
,89
53246,81
15622,61
13911,16
6305,12
48465,26
48465,43
53677,308
6068,58
27294,32
54692,198
20770,9
12597,140
49153,147
40933,161
,38
,141
7644,54
29291,101
53797,109
56355,49
14468,298
49424,37
14752,183
42124,189
5441,24
53481,39
54466,217
2892,97
23339,705
,39
16873,10
49251,41
56555,66
10942,141
136,268
192,360
207,208
203,394
58,100
131,386
246,70
145,328
264,942
230,32
432,35
479,81
1467,70
872,61
1477,72
2029,59
1288,24
437,202
2358,153
305,177
2011,266
1341,88
1363,152
1690,26
2820,92
171,166
2993,159
752,178
116,374
2608,57
142,863
2138,302
123,97
184,66
305,114
1414,52
2757,14
1071,176
1358,19
1463,159
2017,46
4915,176
145,41
2863,41
5469,80
5436,401
4358,58
1412,53
4883,500
5659,98
1826,272
6984,44
1436,199
4230,38
6939,5
7162,121
7086,390
,56
,139
10778,795
680,114
,60
11234,144
11429,150
,20
3742,1192
,70
299,111
16562,243
16907,975
10157,477
11760,47
6120,891
5269,43
12868,99
536,120
1335,149
6386,58
757,647
357,405
83,186
16542,45
19324,64
16070,171
20357,16
3394,145
10326,15
727,59
20403,2226
13365,138
3241,60
1288,270
14463,110
7883,251
338,66
340748,11
3153,45
9822,49
5963,147
3153,24
190298,159
10708,778
17121,88
15114,277
11234,43
1764,17
,29
2959,287
,12
6527,133
22392,91
1768,95
4120,82
2147,171
10733,78
22634,354
747,25
9628,69
8934,57
10601,96
23598,141
5653,47
23947,685
4872,123
19074,443
21632,143
14971,35
7617,101
5564,12
10927,187
23695,129
5274,258
21004,38
19676,198
25097,27
115,16
2079,53
25741,134
5827,28
18858,54
11212,22
,13
1987,283
2147,283
4960,111
4960,265
4960,69
115,138
10583,109
1632,122
23341,310
3535708,68
6349,194
10675,184
26883,32
10708,375
767,78
577,23
239663,166
18771,340
1512,529
16258,180
20390,271
3645,13
387361,49
,71
437435,49
23294,45
27729,39
20951,29
,61
,60
5232,9
10393,83
,94
18449,57
672,58
25688,62
26090,15
6651,120
29182,189
23034,50
4653,387
4975,45
29880,13
6068,2165
4975,63
18722,202
30544,249
3114,64
63,299
29326,120
7961,13
12252,60
14440,34
18893,52
,61
13523,103
191,132
32679,146
366,77
986,376
33324,19
239663,372
62776,198
3594,188
26098,20
34080,210
6759,366
6613,180
319,23
34986,25
2138,39
2079,64
4918,63
278,158
17324,89
29092,106
35737,399
31412,13
20178,66
36599,24
8954,365
5291,109
2138,33
25371,30
9345,98
1223,126
396,21
7893,54
2128,11
,40
18091,44
4257,127
,54
34553,45
27439,116
11293,91
19026,68
3594,117
39474,94
6037,34
2994,232
25372,65
13055,92
14160,493
2029,21
39539,75
39539,127
,39
20837,125
36590,51
11063,15
700,48
18103,44
23822,21
234,100
35478,107
40882,629
41200,1615
5219,66
25188,104
7705,312
2477,310
1103,66
,276
,6
26788,69
42712,113
30674,69
43626,23
42434,159
20133,91
3043,26
,142
2635,207
37509,82
24396,111
356,309
43463,78
21537,39
44286,29
26130,56
28939,22
1343,23
33015,174
7883,41
45974,10
14635,213
46854,26
1263,53
11898,143
44084,69
26327,144
44534,37
31671,27
23427,53
,15
48557,235
2288585,89
14388,4265
4055,38
55094,120
46064,17
32775,751
49294,105
47166,56
1088,116
493,130
50394,31
50754,95
29515,163
29515,28
18866,98
20183,128
1366,86
,26
50943,12
53429,26
48094,292
7561,7
50754,25
52130,17
54288,21
23810,24
43756,49
20893,149
41613,65
,35
83,105
47450,215
44861,64
44984,35
52116,70
49153,95
40933,72
1100,16
24349,35
34537,6
49701,233
48659,32
43838,10
57601,142
393258,719
30,183
121,190
83,38
58,185
331,143
92,230
83,61
91,529
340,703
303,1440
116,225
81,78
364,98
767,26
1204,67
398,309
895,46
383,47
1341,236
1366,284
369,57
1556,210
156,125
2399,940
2076253,111
1630,79
2386,160
2238,107
106,92
1709,438
277,288
2495,70
655,207
3836,130
381,739
2183,106
3839,31
745,94
3871,55
2572,669
3880,1146
3488,52
3821,34
1412,150
4285,147
1794,345
3394,109
3498,133
4316,217
493,70
3394,803
4640,207
797,601
2975,155
230,14
5109,230
1772,364
5419,53
445087,47
5217,80
123,49
1316,23
2108,63
2260,119
2328,5
4120,1787
2908,2473
2025,18
3764,269
4872,250
247,70
2338,203
428190,2788
4907,661
747,16
208,648
361,169
556,511
5309,338
1785,283
,44
13332,130
260,42
2328,114
6068,109
8062,70
35,16
3565,665
3394,180
6777,36
392,61
15931,18
15676,213
12767,21
15947,121
15537,95
11492,226
16668,72
10861,55
18320,158
9628,64
1965,107
18359,267
8883,102
13713,49
4926,1959
18072,70
19129,121
12597,2044
5021,83
8786,47
19302,48
20158,173
13009,111
5769,724
4939,177
7261,10
2819,37
985,396
17693,371
7211,18
11256,14
15649,155
21096,74
4465,348
20267,12
3757,216
9435,62
21244,146
318,136
1133,130
10393,260
1414,41
1463,62
3420,40
70,300
813,275
23126,119
23113,335
,106
9611,232
,114
,82
5004,245
4792,68
16204,109
451867,44
61,1472
11138,209
8528,245
24190,149
24175,32
18651,60
24213,89
20229,26
15537,94
13009,19
13578,8
1512,43
21963,10
5291,437
2666,26
14690,96
14441,13
14072,21
2755,21
8804,102
14089,135
19074,26
2577,11
8173,38
25910,97
115,15
115,28
3208,91
,50
,23
